config,rounds,final_mean,final_std,personalization,comm_mb,time_min
atlas_integrated_full_atlas_distilbert,10,0.798852513815512,0.04929932919777165,0.04929932919777165,3396.625213623047,36.4207661430041
atlas_integrated_full_atlas_00_eta,10,0.7969574816453068,0.051643183849227385,0.051643183849227385,1098.4584045410156,12.129696607589722
atlas_integrated_full_atlas_01_eta,10,0.7969574816453068,0.051643183849227385,0.051643183849227385,1098.4584045410156,12.112169933319091
atlas_integrated_full_atlas_05_eta,10,0.7969574816453068,0.051643183849227385,0.051643183849227385,1098.4584045410156,12.11673099597295
